"api","district","lease_num","lease_name","well_num","well_type","field_num","field_name","field_type","operator_num","operator_name","acres","acre_feet","deliv_mcf","allowable","monthly_allowable","top_allowable","capability","special_daily_amount","special_allowable_code","k2_special_flag","deliverability_mcf","calc_deliv_potential","shut_in_pressure","bottom_hole_pressure","rock_pressure","gas_grav","cond_grav","gor","g1_test","g1_test_gas","_14_b2_flag","_14_b2_code","_14_b2_date","form_lack","exception_g10_test","exception_bhp_test","exception_sip_test","test_type","test_date","effective_date","gas_mcf","condensate_bbls","water_bbls","shut_in_well_head_pressure","gas_gravity","condensate_gravity","flowing_pressure","test_bottom_hole_pressure","test_calc_deliv_potential","gas_condensate_ratio","potential"
"311-33481","01","166448","ZR A","5","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,130,"465X","465X",4030,15,0,null,"No",130,0,3700,0,0,0.648,0,0,"04/01/2000","2595","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/04/2013",null,130,1,1,0,0.649,56,140,0,0,130,0
"311-33482","01","166529","ZR A","7","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,108,"558X","558X",3348,18,0,null,"No",108,0,2000,0,0,0.633,54.7,157,"04/01/2000","564","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/26/2013",null,108,5.4,3,0,0.649,48.1,200,0,0,20,0
"311-33483","01","166656","ZR A","10","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,105,"527X","527X",3255,17,0,null,"No",105,0,3000,0,0,0.641,50.8,264,"04/01/2000","609","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/01/2013",null,105,13,3,0,0.649,44.9,100,0,0,8,0
"311-33417","01","163898","ZR UNIT A","1","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",80,0,36,"372N","372N",3100,12,100,"Administrative","No",36,0,2850,0,0,0.712,59.2,26,"04/01/2000","885","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/12/2013",null,36,1,1,0,0.692,56,120,0,0,36,0
"311-33504","01","169211","ZR A","11","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",80,0,92,"465N","465N",3100,15,100,"Administrative","No",92,0,1500,0,0,0.65,0,0,"04/01/2000","200","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/15/2013",null,92,2.3,1,0,0.649,51.3,140,0,0,40,0
"311-33474","01","166527","ZR A","6","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,39,"62N","62N",3100,2,100,"Administrative","No",39,0,2000,0,0,0.642,0,0,"04/01/2000","195","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/08/2013",null,39,3.3,1,0,0.649,56.5,150,0,0,12,0
"311-33484","01","166750","ZR UNIT A","9","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,27,"0N","0N",3100,0,100,"Administrative","No",27,0,3000,0,0,0.641,56,295,"04/01/2000","708","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/10/2013",null,27,14.5,1,0,0.649,48.1,150,0,0,2,0
"311-33463","01","166046","ZR UNIT A","4","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",80,0,28,"527N","527N",3100,17,100,"Administrative","No",28,0,3000,0,0,0.716,57.8,13,"04/01/2000","1083","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/26/2013",null,28,1,3,0,0.692,56,150,0,0,28,0
"311-33468","01","166037","ZR A&#039;","4","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,86,"155N","155N",3100,5,100,"Administrative","No",86,0,3000,0,0,0.643,0,0,"04/01/2000","543","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/05/2013",null,86,4.3,1,0,0.649,56.1,140,0,0,20,0
"311-33464","01","165572","ZR UNIT B","3","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,28,"155N","155N",3100,5,100,"Administrative","No",28,0,1100,0,0,0.709,57,14,"04/01/2000","1392","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/24/2013",null,28,6,1,0,0.692,56,120,0,0,5,0
"311-32726","01","134576","BLM A","1","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","945936","XTO ENERGY INC.",80,0,30,"651N","651N",3100,21,100,"Administrative","No",30,0,160,0,0,0.758,70.5,32,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/25/2013",null,30,0,0,0,0.81,0,30,0,0,0,0
"311-32022","01","111801","HORTON","12","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","945936","XTO ENERGY INC.",80,0,71,"31N","31N",3100,1,100,"Administrative","No",71,0,520,0,0,0.7,53.1,3,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/15/2013",null,71,0,1,0,0.77,0,15,0,0,0,0
"311-33276","01","161442","HORTON, R. P.","27","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","945936","XTO ENERGY INC.",80,0,65,"403N","403N",3100,13,100,"Administrative","No",65,0,165,0,0,0.728,56.2,60,"04/01/2000","723","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/20/2013",null,65,0,1,0,0.741,0,130,0,0,0,0
"311-31867","01","107332","HORTON, R. P. ET AL","4","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","945936","XTO ENERGY INC.",80,0,8,"62N","62N",3100,2,100,"Administrative","No",8,0,350,0,0,0.721,51.7,50,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/02/2013",null,8,0,1,0,0.788,0,30,0,0,0,0
"311-33330","01","162326","SMITH","5","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","945936","XTO ENERGY INC.",40,0,68,"992N","992N",3100,32,100,"Administrative","No",68,0,330,0,0,0.671,53.5,106,"04/01/2000","142","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/20/2013",null,68,0,1,0,0.741,0,50,0,0,0,0
"311-32727","01","134577","BLM A","2","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","945936","XTO ENERGY INC.",40,0,90,"31N","31N",3100,1,100,"Administrative","No",90,0,410,0,0,0.72,66.2,19,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/15/2013",null,90,1,0,0,0.75,50,60,0,0,90,0
"311-31787","01","105663","HORTON, R. P. ET AL","2","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","945936","XTO ENERGY INC.",80,0,80,"465N","465N",3100,15,100,"Administrative","No",80,0,150,0,0,0.7,52.2,100,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/02/2013",null,80,0,1,0,0.749,0,18,0,0,0,0
"311-33307","01","162514","SMITH","4","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","945936","XTO ENERGY INC.",40,0,47,"930N","930N",3100,30,100,"Administrative","No",47,0,630,0,0,0.685,53.9,64,"04/01/2000","169","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/17/2013",null,47,0,0,0,0.723,0,40,0,0,0,0
"311-32059","01","111687","SMITH, C. C.","2","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","945936","XTO ENERGY INC.",80,0,54,"930N","930N",3100,30,100,"Administrative","No",54,0,380,0,0,0.721,51.8,109,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/11/2013",null,54,0,1,0,0.77,0,40,0,0,0,0
"311-32193","01","114496","SMITH, C. C.","3","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","945936","XTO ENERGY INC.",80,0,83,"1240N","1240N",3100,40,100,"Administrative","No",83,0,350,0,0,0.74,51.8,164,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/24/2013",null,83,0,0,0,0.758,0,60,0,0,0,0
"311-32151","01","113704","HORTON, R. P. ET AL","17","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","945936","XTO ENERGY INC.",80,0,114,"2015X","2015X",3534,65,0,null,"No",114,0,350,0,0,0.694,51.6,50,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/09/2013",null,114,1,2,0,0.74,50,200,0,0,114,0
"311-31861","01","107058","SMITH, C. C.","1","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","945936","XTO ENERGY INC.",80,0,47,"930N","930N",3100,30,100,"Administrative","No",47,0,440,0,0,0.716,51.8,122,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/14/2013",null,47,0,1,0,0.756,0,50,0,0,0,0
"311-32811","01","134016","BRACKEN RANCH","37","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","038889","AWP OPERATING COMPANY",40,0,35,"837N","837N",3100,27,100,"Administrative","No",35,0,250,0,0,0.686,60.7,21,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/05/2013",null,35,2,1,250,0.686,60.7,85,0,0,18,0
"311-32901","01","157316","BRACKEN RANCH","46","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","038889","AWP OPERATING COMPANY",80,0,25,"310N","310N",3100,10,100,"Administrative","No",25,0,260,0,0,0.708,65,31,"04/01/2000","453","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/09/2013",null,25,2,1,260,0.708,65,85,0,0,13,0
"311-32899","01","157317","BRACKEN RANCH","55","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","038889","AWP OPERATING COMPANY",80,0,85,"2201N","2201N",3100,71,100,"Administrative","No",85,0,270,0,0,0.708,65.3,27,"04/01/2000","1251","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/11/2013",null,85,1,1,270,0.706,65.3,85,0,0,85,0
"311-33003","01","147124","BRACKEN RANCH","43R","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","038889","AWP OPERATING COMPANY",80,0,25,"93N","93N",3100,3,100,"Administrative","No",25,0,275,0,0,0.704,62,26,"04/01/2000","2920","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/07/2013",null,25,2,1,275,0.704,62,85,0,0,13,0
"311-32968","01","157318","BRACKEN RANCH","42","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","038889","AWP OPERATING COMPANY",80,0,40,"775N","775N",3100,25,100,"Administrative","No",40,0,250,0,0,0.708,61.4,67,"04/01/2000","903","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/13/2013",null,40,2,1,250,0.708,61.4,80,0,0,20,0
"311-33295","01","161420","BRACKEN RANCH","48","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","038889","AWP OPERATING COMPANY",70,0,35,"961N","961N",3100,31,100,"Administrative","No",35,0,250,0,0,0.765,54.1,17,"04/01/2000","914","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/17/2013",null,35,2,1,250,0.765,53.5,80,0,0,18,0
"311-33151","01","158147","BRACKEN RANCH","47","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","038889","AWP OPERATING COMPANY",55,0,30,"403N","403N",3100,13,100,"Administrative","No",30,0,245,0,0,0.799,57.8,21,"04/01/2000","1575","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/15/2013",null,30,1,1,245,0.799,57.8,80,0,0,30,0
"311-32306","01","119258","WHEELER, CLIFTON","2","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","076838","BLUEBONNET OIL &amp; GAS",80,0,60,"1457N","1457N",3100,47,100,"Administrative","No",60,0,850,2270,0,0.644,57.4,203,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","03/02/2005",null,60,0.2,20,850,0.68,41.5,40,2270,0,300,0
"311-32326","01","119257","WHEELER, CLIFTON","3","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","076838","BLUEBONNET OIL &amp; GAS",80,0,100,"961N","961N",3100,31,100,"Administrative","No",100,0,1025,2250,0,0.644,59.3,263,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","03/02/2005",null,100,0,4,1025,0.68,4.2,40,2250,0,0,0
"311-32358","01","119259","WHEELER, CLIFTON","5B","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","076838","BLUEBONNET OIL &amp; GAS",80,0,96,"465N","465N",3100,15,100,"Administrative","No",96,0,1146,3860,0,0.64,56.5,410,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","05/22/2004",null,96,0.2,5,1146,0.645,57.1,602,3860,0,480,0
"311-32385","01","119998","WHEELER, CLIFTON","8B","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","076838","BLUEBONNET OIL &amp; GAS",80,0,9,"93N","93N",3100,3,100,"Administrative","No",9,0,385,1750,0,0.64,56,405,"04/01/2000","0","Y","Extension to SWR 14(B)(2) is in effect","05/2014",null,"No G10 Test Required","No Exception","No Exception","Retest","07/25/2013",null,9,1,1,385,0.665,47,10,1750,0,9,0
"311-32754","01","132929","WHEELER, COLE JEARL","10","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","076838","BLUEBONNET OIL &amp; GAS",80,0,21,"217N","217N",3100,7,100,"Administrative","No",21,0,480,0,0,0.64,57.1,108,"04/01/2000","0","Y","Extension to SWR 14(B)(2) is in effect","05/2014",null,"No G10 Test Required","No Exception","No Exception","Retest","08/25/2013",null,21,0.5,1,480,0.656,51.1,15,0,0,42,0
"311-32257","01","119260","WHEELER, CLIFTON","1","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","076838","BLUEBONNET OIL &amp; GAS",80,0,98,"279N","279N",3100,9,100,"Administrative","No",98,0,1192,4062,0,0.645,57,520,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","05/23/2004",null,98,0.2,5,1192,0.645,57,610,4062,0,490,0
"311-32213","01","219596","THETFORD-TEAL UNIT NO. 2","1","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","566789","MILAGRO EXPLORATION, LLC",80,0,100,"620N","620N",3100,20,100,"Administrative","No",100,0,350,0,0,0.818,52.2,1000,"07/26/2006","100",null,"No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","07/26/2006",null,100,1,2,350,0.742,59.4,60,0,0,100,0
"311-32556","01","126711","WHEELER, CLIFTON","9B","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","076838","BLUEBONNET OIL &amp; GAS",80,0,50,"899N","899N",3100,29,100,"Administrative","No",50,0,950,2225,0,0.64,56.5,410,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","03/02/2005",null,50,0.3,5,950,0.68,4.2,40,2225,0,167,0
"311-32180","01","253226","THETFORD-TEAL UNIT NO. 1","1","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","566789","MILAGRO EXPLORATION, LLC",80,0,85,"2573N","2573N",3100,83,100,"Administrative","No",85,0,500,0,0,0.689,50.1,113,"09/03/2009","326",null,"No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","05/29/2010",null,85,0.6,0,500,0.689,50.1,390,0,0,142,0
"311-34127","01","257603","TYLER RANCH","1","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","831396","SV ENERGY COMPANY, LLC",40,0,373,"0X","0X",11563,0,0,null,"No",373,0,1200,0,0,0.73,59.3,18,"07/12/2010","2013",null,"No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Retest","05/09/2013",null,373,7,5,1200,0.821,57.2,90,0,0,53,0
"311-34215","01","257947","ANTHONY FOREST PRODUCTS","2H","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",261.45,0,1278,"21576X","21576X",39618,696,0,null,"No",1278,0,6515,0,0,0.705,48.6,106,"12/13/2010","13429","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/31/2013",null,1278,22.6,110,0,0.705,53.6,500,0,0,57,0
"311-34167","01","255265","ANTHONY FOREST PRODUCTS","1H","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",320,0,773,"18848X","18848X",23963,608,0,null,"No",773,0,5215,0,0,0.742,50.9,27,"02/10/2010","16205","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/31/2013",null,773,29.9,25,0,0.705,54.9,220,0,0,26,0
"311-34090","01","257604","PEELER","1","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","831396","SV ENERGY COMPANY, LLC",40,0,385,"8432X","8432X",11935,0,0,null,"No",385,0,750,0,0,0.796,45.8,44,"07/12/2010","444",null,"No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Retest","05/09/2013",null,385,9.2,0,750,0.849,53.3,100,0,0,42,0
"311-34222","01","261043","ANTHONY FOREST PRODUCTS","3H","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",280,0,357,"5394X","5394X",11067,174,0,null,"No",357,0,5000,0,0,0.723,49.3,63,"11/14/2010","2222","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/31/2013",null,357,1.8,3,0,0.705,51.3,107,0,0,198,0
"311-34268","01","261456","ANTHONY FOREST PRODUCTS","4H","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",320,0,924,"16647X","16647X",28644,537,0,null,"No",924,0,3800,0,0,0.731,50,159,"12/13/2010","13893","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/27/2013",null,924,1.5,73,3800,0.731,51,406,0,0,616,0
"311-34455","01","263066","ANTHONY FOREST PRODUCTS","5H","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",360,0,447,"13764X","13764X",13857,444,0,null,"No",447,0,3500,0,0,0.757,47.6,13,"04/06/2011","7263","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/16/2013",null,447,52,128,3500,0.757,50.7,586,0,0,9,0
"311-34474","01","264203","ANTHONY FOREST PRODUCTS","7H","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",400,0,877,"21142X","21142X",27187,682,0,null,"No",877,0,4325,0,0,0.721,49,46,"09/13/2011","12438","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,877,33.3,70,4325,0.721,49,1001,0,0,26,0
"311-34515","01","266725","ANTHONY FOREST PRODUCTS","9H","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",400,0,802,"24521X","24521X",24862,791,0,null,"No",802,0,5579,0,0,0.729,49.6,39,"04/23/2012","9596","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,1225,73.3,114,1500,0.729,49.6,948,0,0,17,0
"311-34840","01","266953","ANTHONY FOREST PRODUCTS","11H","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",201.2,0,1613,"43400X","43400X",50003,1400,0,null,"No",1613,0,6651,0,0,0.669,0,0,"05/22/2012","4686","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,2639,29.7,208,3485,0.669,50,1266,0,0,89,0
"311-34778","01","267253","ANTHONY FOREST PRODUCTS","10H","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",440,0,1325,"24800X","24800X",41075,800,0,null,"No",1325,0,1885,0,0,0.718,46.6,17,"06/17/2012","7050","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,1325,48.1,89,1885,0.718,46.6,1207,0,0,28,0
"311-32759","01","131966","BRACKEN","52","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,117,"1519X","1519X",3627,49,0,null,"No",117,0,200,0,0,0.716,62.1,26,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/25/2013",null,117,2.9,3,0,0.845,61.8,45,0,0,40,0
"311-32779","01","132517","BRACKEN","53","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,28,"186N","186N",3100,6,100,"Administrative","No",28,0,200,0,0,0.746,62,29,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/12/2013",null,28,1,1,0,0.845,60.1,35,0,0,28,0
"311-32781","01","133373","BRACKEN","55","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,149,"620X","620X",4619,20,0,null,"No",149,0,200,0,0,0.701,59,31,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/13/2013",null,149,1.4,2,0,0.845,63.7,40,0,0,106,0
"311-32782","01","133562","BRACKEN","56","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,134,"775X","775X",4154,25,0,null,"No",134,0,1350,0,0,0.715,62.1,15,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/05/2013",null,134,1,1,0,0.845,55.8,225,0,0,134,0
"311-32783","01","133674","BRACKEN","57","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,95,"837N","837N",3100,27,100,"Administrative","No",95,0,200,0,0,0.71,64.7,10,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/05/2013",null,95,2.1,2,0,0.845,61.6,50,0,0,45,0
"311-34042","01","241830","BRACKEN","95","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,124,"434X","434X",3844,14,0,null,"No",124,0,415,0,0,0.7,0,0,"05/11/2008","2655","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/13/2013",null,124,2,10,0,0.649,63.7,350,0,0,62,0
"311-32006","01","110832","BRACKEN A","109","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",80,0,56,"372N","372N",3100,12,100,"Administrative","No",56,0,200,0,0,0.783,50.4,233,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/19/2013",null,56,1.4,5,0,0.692,60.1,115,0,0,40,0
"311-32051","01","111162","BRACKEN A","1016","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,32,"155N","155N",3100,5,100,"Administrative","No",32,0,200,0,0,0.663,52,162,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/02/2013",null,32,1,1,0,0.692,60.1,115,0,0,32,0
"311-32152","01","114261","BRACKEN A","1027","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,54,"744N","744N",3100,24,100,"Administrative","No",54,0,200,0,0,0.745,50.2,66,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/14/2013",null,54,1,1,0,0.692,60.1,115,0,0,54,0
"311-32037","01","111164","BRACKEN A","1017","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",80,0,106,"1271X","1271X",3286,41,0,null,"No",106,0,200,0,0,0.725,51,56,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/31/2013",null,106,1,1,0,0.692,60.1,120,0,0,106,0
"311-32085","01","112834","BRACKEN A","1015","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",80,0,47,"992N","992N",3100,32,100,"Administrative","No",47,0,200,0,0,0.658,50,140,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/10/2013",null,47,1,1,0,0.692,60.1,120,0,0,47,0
