"api","district","lease_num","lease_name","well_num","well_type","field_num","field_name","field_type","operator_num","operator_name","acres","acre_feet","deliv_mcf","allowable","monthly_allowable","top_allowable","capability","special_daily_amount","special_allowable_code","k2_special_flag","deliverability_mcf","calc_deliv_potential","shut_in_pressure","bottom_hole_pressure","rock_pressure","gas_grav","cond_grav","gor","g1_test","g1_test_gas","_14_b2_flag","_14_b2_code","_14_b2_date","form_lack","exception_g10_test","exception_bhp_test","exception_sip_test","test_type","test_date","effective_date","gas_mcf","condensate_bbls","water_bbls","shut_in_well_head_pressure","gas_gravity","condensate_gravity","flowing_pressure","test_bottom_hole_pressure","test_calc_deliv_potential","gas_condensate_ratio","potential"
"127-34756","01","269488","BRISCOE CATARINA RANCH","48H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1473,"45663X","45663X",45663,1473,0,null,"No",1473,0,3300,9210,0,0.812,57.5,7,"02/19/2013","4419","N","No 14(B)(2) extension has been granted",null,null,"Temporary Exception for New Wells","No Exception","No Exception","Initial","02/19/2013",null,1473,198,357,3300,0.812,57.5,2446,9210,0,7,0
"127-34776","01","269385","BRISCOE CATARINA RANCH","55H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1391,"43121X","43121X",43121,1391,0,null,"No",1391,0,2500,0,0,0.747,56.9,9,"05/19/2013","4173","Y","Extension to SWR 14(B)(2) is in effect","11/2013",null,"Temporary Exception for New Wells","No Exception","No Exception","Initial","05/19/2013",null,1391,154,330,2500,0.747,56.9,2417,0,0,9,0
"127-34754","01","269470","BRISCOE CATARINA RANCH","46H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1928,"59768X","59768X",59768,1928,0,null,"No",1928,0,3400,9395,0,0.778,59.8,12,"02/19/2013","5784","N","No 14(B)(2) extension has been granted",null,null,"Temporary Exception for New Wells","No Exception","No Exception","Initial","02/19/2013",null,1928,160,263,3400,0.778,59.8,2380,9395,0,12,0
"127-34757","01","269527","BRISCOE CATARINA RANCH","49H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1473,"45663X","45663X",45663,1473,0,null,"No",1473,0,3800,9603,0,0.83,57,8,"02/19/2013","3190","N","No 14(B)(2) extension has been granted",null,null,"Temporary Exception for New Wells","No Exception","No Exception","Initial","02/19/2013",null,1063,122,509,3800,0.83,57,2518,9603,0,9,0
"127-33771","01","260367","BRISCOE CATARINA SOUTH","6H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,1061,"20677X","20677X",32891,667,0,null,"No",1061,0,3215,0,0,0.811,51,5,"03/21/2011","3012","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/07/2013",null,1061,117,17,3215,0.811,51,894,0,0,9,0
"127-33770","01","260366","BRISCOE CATARINA SOUTH","5H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,636,"19716X","19716X",19716,636,0,null,"No",636,0,3215,0,0,0.836,52.2,4,"03/21/2011","3024","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/06/2013",null,636,213,3,3215,0.836,52.2,589,0,0,3,0
"127-33769","01","260368","BRISCOE CATARINA SOUTH","4H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,170,"5270X","5270X",5270,170,0,null,"No",170,0,3115,0,0,0.821,52.3,5,"03/21/2011","3060","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/06/2013",null,170,233,8,3115,0.821,52.3,523,0,0,1,0
"127-33784","01","260373","BRISCOE CATARINA SOUTH","2H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,695,"21545X","21545X",21545,695,0,null,"No",695,0,2765,0,0,0.762,55.1,170,"04/01/2011","4303","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/06/2013",null,695,111,20,2765,0.762,55.1,550,0,0,6,0
"127-34758","01","269528","BRISCOE CATARINA RANCH","50H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,869,"26939X","26939X",26939,869,0,null,"No",869,0,3625,9545,0,0.851,57.4,9,"02/24/2013","2608","N","No 14(B)(2) extension has been granted",null,null,"Temporary Exception for New Wells","No Exception","No Exception","Initial","02/24/2013",null,869,91,847,3625,0.851,57.4,2158,9545,0,10,0
"127-33783","01","260372","BRISCOE CATARINA SOUTH","1H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,719,"22289X","22289X",22289,719,0,null,"No",719,0,3015,0,0,0.75,54.5,145,"04/01/2011","3660","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/07/2013",null,719,207,26,3015,0.75,54.5,791,0,0,3,0
"127-34777","01","269388","BRISCOE CATARINA RANCH","54H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1391,"43121X","43121X",43121,1408,0,null,"No",1391,0,2700,0,0,0.788,56,7,"05/19/2013","4224","N","No 14(B)(2) extension has been granted",null,null,"Temporary Exception for New Wells","No Exception","No Exception","Initial","05/19/2013",null,1408,188,272,2700,0.788,56,2106,0,0,7,0
"127-33785","01","260374","BRISCOE CATARINA SOUTH","3H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,629,"19499X","19499X",19499,629,0,null,"No",629,0,3090,0,0,0.778,55,153,"03/24/2011","2620","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/06/2013",null,629,223,9,3090,0.778,55,591,0,0,3,0
"127-33953","01","263881","BRISCOE CATARINA SOUTH","9H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,884,"19592X","19592X",27404,632,0,null,"No",884,0,3100,0,0,0.794,56.7,7,"10/30/2011","3552","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/29/2013",null,884,147,31,3100,0.794,56.7,858,0,0,6,0
"127-33952","01","263727","BRISCOE CATARINA SOUTH","7H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,1187,"26598X","26598X",36797,858,0,null,"No",1187,0,3175,0,0,0.781,56.3,5,"10/30/2011","3765","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/06/2013",null,1187,151,9,3175,0.781,56.3,369,0,0,8,0
"127-34457","01","268189","BRISCOE CATARINA SOUTH","12H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,749,"23219X","23219X",23219,749,0,null,"No",749,0,5115,7103,0,0.846,52,5,"09/04/2012","2247","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","09/04/2012",null,749,174.5,1097,5115,0.846,52,2565,7103,0,4,0
"127-34455","01","268186","BRISCOE CATARINA SOUTH","10H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,749,"23219X","23219X",23219,749,0,null,"No",749,0,4865,6844,0,0.832,52,5,"09/04/2012","2552","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","09/04/2012",null,851,147.1,939,4865,0.832,52,2440,6844,0,6,0
"127-33951","01","263878","BRISCOE CATARINA SOUTH","8H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,792,"22506X","22506X",24552,726,0,null,"No",792,0,3150,0,0,0.768,57.2,6,"10/30/2011","3918","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/06/2013",null,792,171,12,3150,0.768,57.2,753,0,0,5,0
"127-34456","01","268188","BRISCOE CATARINA SOUTH","11H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,1054,"23622X","23622X",32674,762,0,null,"No",1054,0,4965,7038,0,0.823,52,4,"09/04/2012","2552","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","09/04/2012",null,1054,230.8,854,4965,0.823,52,2640,7038,0,5,0
"127-33615","01","253224","BRISCOE CATARINA WEST","2H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",200,0,96,"0N","0N",3100,0,100,"Administrative","No",96,0,3740,0,0,0.809,52.5,5,"07/16/2009","2489","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/20/2013",null,96,13,14,3740,0.804,52,119,0,0,7,0
"127-34459","01","268289","BRISCOE CATARINA SOUTH","13H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,955,"26040X","26040X",29605,840,0,null,"No",955,0,4815,6755,0,0.834,52,5,"09/17/2012","2866","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","09/17/2012",null,955,172.7,949,4815,0.834,52,2415,6755,0,6,0
"127-33629","01","255483","BRISCOE CATARINA WEST","4H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",280,0,214,"0X","0X",6634,0,0,null,"No",214,0,3165,0,0,0.779,54.2,3,"11/17/2009","3405","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/09/2013",null,214,26,16,3165,0.779,54.2,147,0,0,8,0
"127-34460","01","268292","BRISCOE CATARINA SOUTH","15H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,1475,"22878X","22878X",45725,738,0,null,"No",1475,0,5155,7120,0,0.836,52,5,"09/16/2012","4426","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","09/16/2012",null,1475,274.6,590,5155,0.836,52,2595,7120,0,5,0
"127-33643","01","256197","BRISCOE CATARINA WEST","7H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,241,"7471X","7471X",7471,241,0,null,"No",241,0,2115,0,0,0.844,54.7,3,"05/13/2010","5852","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/06/2013",null,241,51,4,2115,0.844,54.7,291,0,0,5,0
"127-33421","01","253223","BRISCOE CATARINA WEST","1H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",240,0,69,"2139X","2139X",2139,69,0,null,"No",69,0,1190,0,0,0.789,55.5,8,"06/12/2009","1383",null,"No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/05/2013",null,69,16,0,1190,0.787,55.1,72,0,0,4,0
"127-33637","01","256010","BRISCOE CATARINA WEST","5H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,163,"4929X","4929X",5053,159,0,null,"No",163,0,2415,0,0,0.772,56.5,4,"03/10/2010","4924","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,163,35,4,2415,0.772,56.5,292,0,0,5,0
"127-34458","01","268291","BRISCOE CATARINA SOUTH","14H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,1604,"32674X","32674X",49724,1054,0,null,"No",1604,0,5415,7454,0,0.836,52,4,"09/17/2012","4812","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","09/17/2012",null,1604,343.8,553,5415,0.836,52,2715,7454,0,5,0
"127-33753","01","260354","BRISCOE CATARINA WEST","12H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,737,"22847X","22847X",22847,737,0,null,"No",737,0,2765,0,0,0.843,53.5,4,"03/15/2011","4329","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/03/2013",null,737,134,44,2765,0.843,53.5,842,0,0,6,0
"127-33685","01","260189","BRISCOE CATARINA WEST","8H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,375,"9796X","9796X",11625,316,0,null,"No",375,0,2215,0,0,0.833,55.4,5,"01/13/2011","3847","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,375,47,47,2215,0.833,55.4,83,0,0,8,0
"127-33648","01","256391","BRISCOE CATARINA WEST","6H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",280,0,321,"0X","0X",9951,0,0,null,"No",321,0,3215,0,0,0.761,57.4,5,"03/06/2010","2616","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/06/2013",null,321,18,6,3215,0.761,57.4,257,0,0,18,0
"127-33777","01","260409","BRISCOE CATARINA WEST","15H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,531,"16461X","16461X",16461,531,0,null,"No",531,0,2915,0,0,0.832,51.7,4,"05/02/2011","2744","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,531,101,3,2915,0.832,51.7,845,0,0,5,0
"127-33762","01","260364","BRISCOE CATARINA WEST","13H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,724,"22444X","22444X",22444,724,0,null,"No",724,0,2712,0,0,0.839,54.1,5,"03/15/2011","4152","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,724,94,15,2712,0.839,54.1,965,0,0,8,0
"127-33778","01","260410","BRISCOE CATARINA WEST","16H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,795,"24645X","24645X",24645,795,0,null,"No",795,0,2890,0,0,0.834,56,5,"05/02/2011","2918","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/03/2013",null,795,120,9,2890,0.834,56,1231,0,0,7,0
"127-33763","01","260365","BRISCOE CATARINA WEST","14H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,733,"17701X","17701X",22723,571,0,null,"No",733,0,2815,0,0,0.856,55.1,4,"03/15/2011","3713","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,733,57,3,2815,0.856,55.1,863,0,0,13,0
"127-33779","01","260411","BRISCOE CATARINA WEST","17H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,775,"24025X","24025X",24025,775,0,null,"No",775,0,3015,0,0,0.829,51.1,5,"05/02/2011","2085","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/03/2013",null,775,88,5,3015,0.829,51.1,1267,0,0,9,0
"127-34167","01","265564","BRISCOE CATARINA WEST","19H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,301,"9331X","9331X",9331,301,0,null,"No",301,0,5395,0,0,0.804,54.9,3,"01/04/2012","3020","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/01/2013",null,301,80,14,5395,0.804,54.9,1009,0,0,4,0
"127-33801","01","260871","BRISCOE CATARINA WEST","9H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,266,"8153X","8153X",8246,263,0,null,"No",266,0,3265,0,0,0.784,51.7,5,"03/07/2011","1621","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,266,43,8,3265,0.784,51.7,189,0,0,6,0
"127-34166","01","265560","BRISCOE CATARINA WEST","18H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",328,0,544,"16864X","16864X",16864,544,0,null,"No",544,0,4865,0,0,0.805,54.9,3,"01/04/2012","3117","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/07/2013",null,544,144,28,4865,0.805,54.9,1260,0,0,4,0
"127-34170","01","266565","BRISCOE CATARINA WEST","21H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,1235,"22506X","22506X",38285,726,0,null,"No",1235,0,2015,8185,0,0.811,55.5,4,"01/23/2012","3704","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","01/23/2012",null,1235,264,249,2015,0.811,55.5,2415,8185,0,5,0
"127-34172","01","266569","BRISCOE CATARINA WEST","23H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,997,"24769X","24769X",30907,799,0,null,"No",997,0,1765,8357,0,0.813,55.9,3,"01/23/2012","2992","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","01/23/2012",null,997,289,264,1765,0.813,55.9,2615,8357,0,3,0
"127-34169","01","265583","BRISCOE CATARINA WEST","20H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,1035,"26970X","26970X",32085,870,0,null,"No",1035,0,5395,0,0,0.853,53.5,3,"01/04/2012","2141","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/01/2013",null,1035,240,45,5395,0.853,53.5,1170,0,0,4,0
"127-34171","01","266566","BRISCOE CATARINA WEST","22H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,1248,"38099X","38099X",38688,1229,0,null,"No",1248,0,1665,8222,0,0.805,55.7,4,"01/23/2012","3743","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","01/23/2012",null,1248,290,255,1665,0.805,55.7,2450,8222,0,4,0
"127-34335","01","267548","BRISCOE CATARINA WEST","24H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1282,"39742X","39742X",39742,1282,0,null,"No",1282,0,2690,0,0,0.801,58.3,13,"01/12/2013","3847","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","01/12/2013",null,1282,96,456,2690,0.801,58.3,2738,0,0,13,0
"127-34337","01","267551","BRISCOE CATARINA WEST","26H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1282,"39742X","39742X",39742,1282,0,null,"No",1282,0,2380,0,0,0.813,58.3,9,"01/12/2013","3432","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","01/12/2013",null,1144,120,480,2380,0.813,58.3,2602,0,0,10,0
"127-34340","01","267141","BRISCOE CATARINA WEST","28H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,3085,"11284X","11284X",95635,364,0,null,"No",3085,0,3525,0,0,0.766,56.7,10,"05/31/2012","7824","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","05/31/2012",null,2692,249,350,3525,0.766,56.7,2436,0,0,11,0
"127-34339","01","267147","BRISCOE CATARINA WEST","29H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,3085,"18538X","18538X",95635,598,0,null,"No",3085,0,3700,0,0,0.777,56.1,10,"05/31/2012","8578","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","05/31/2012",null,3085,291,305,3700,0.777,56.1,2550,0,0,11,0
